Time[ms], Volt[V],AVE
11100,4.839,-8.6865
11105,4.876,-8.706
11110,4.913,-8.76925
11115,4.95,-8.84125
11120,4.987,-8.878
11125,5.024,-8.9115
11130,5.061,-8.978
11135,5.099,-9.02025
11140,5.136,-9.0565
11145,5.173,-9.0965
11150,5.211,-9.16175
11155,5.248,-9.161
11160,5.285,-9.22175
11165,5.323,-9.27775
11170,5.36,-9.2895
11175,5.398,-9.31825
11180,5.435,-9.35075
11185,5.473,-9.4065
11190,5.51,-9.43375
11195,5.548,-9.48075
11200,5.586,-9.50725
11205,5.623,-9.5765
11210,5.661,-9.6035
11215,5.699,-9.66775
11220,5.736,-9.70625
11225,5.774,-9.76375
11230,5.812,-9.81975
11235,5.849,-9.90725
11240,5.887,-9.9255
11245,5.925,-9.99975
11250,5.962,-10.0705
11255,6,-10.193
11260,6.038,-10.233
11265,6.075,-10.31675
11270,6.113,-10.38775
11275,6.151,-10.48425
11280,6.188,-10.59725
11285,6.226,-10.69625
11290,6.264,-10.75575
11295,6.301,-10.8435
11300,6.339,-10.9505
11305,6.377,-11.03375
11310,6.414,-11.163
11315,6.452,-11.23025
11320,6.49,-11.33575
11325,6.527,-11.424
11330,6.565,-11.503
11335,6.602,-11.5725
11340,6.64,-11.712
11345,6.677,-11.761
11350,6.715,-11.89925
11355,6.752,-11.97025
11360,6.789,-12.03975
11365,6.827,-12.1775
11370,6.864,-12.21325
11375,6.901,-12.329
11380,6.939,-12.4025
11385,6.976,-12.50075
11390,7.013,-12.5835
11395,7.05,-12.667
11400,7.087,-12.73325
11405,7.124,-12.78025
11410,7.161,-12.84575
11415,7.198,-12.93125
11420,7.235,-12.99325
11425,7.272,-12.986
11430,7.309,-13.01025
11435,7.346,-13.0375
11440,7.382,-13.11825
11445,7.419,-13.0895
11450,7.456,-13.111
11455,7.492,-13.107
11460,7.529,-13.09875
11465,7.565,-13.09325
11470,7.601,-13.14825
11475,7.638,-13.13675
11480,7.674,-13.1735
11485,7.71,-13.2025
11490,7.746,-13.221
11495,7.782,-13.3015
11500,7.818,-13.31
11505,7.854,-13.33625
11510,7.89,-13.3725
11515,7.926,-13.467
11520,7.961,-13.55775
11525,7.997,-13.618
11530,8.032,-13.646
11535,8.068,-13.7375
11540,8.103,-13.80825
11545,8.138,-13.89675
11550,8.174,-13.98275
11555,8.209,-14.0345
11560,8.244,-14.09775
11565,8.279,-14.16975
11570,8.313,-14.25625
11575,8.348,-14.37525
11580,8.383,-14.4375
11585,8.417,-14.5105
11590,8.452,-14.558
11595,8.486,-14.6735
11600,8.521,-14.74325
11605,8.555,-14.858
11610,8.589,-14.93125
11615,8.623,-14.9845
11620,8.657,-15.03225
11625,8.69,-15.127
11630,8.724,-15.17525
11635,8.757,-15.2165
11640,8.791,-15.30525
11645,8.824,-15.3005
11650,8.857,-15.34525
11655,8.891,-15.33375
11660,8.923,-15.34175
11665,8.956,-15.31975
11670,8.989,-15.3755
11675,9.022,-15.3445
11680,9.054,-15.37775
11685,9.087,-15.37375
11690,9.119,-15.417
11695,9.151,-15.42375
11700,9.183,-15.5155
11705,9.215,-15.51975
11710,9.247,-15.58275
11715,9.278,-15.65475
11720,9.31,-15.71075
11725,9.341,-15.789
11730,9.372,-15.93625
11735,9.404,-15.966
11740,9.435,-16.073
11745,9.465,-16.19875
11750,9.496,-16.251
11755,9.527,-16.376
11760,9.557,-16.49625
11765,9.587,-16.60075
11770,9.618,-16.6955
11775,9.648,-16.78075
11780,9.677,-16.919
11785,9.707,-17.009
11790,9.737,-17.0715
11795,9.766,-17.2
11800,9.795,-17.27
11805,9.825,-17.39725
11810,9.854,-17.46475
11815,9.882,-17.55725
11820,9.911,-17.6185
11825,9.94,-17.615
11830,9.968,-17.64275
11835,9.996,-17.69775
11840,10.024,-17.67325
11845,10.052,-17.7
11850,10.08,-17.67
11855,10.107,-17.67925
11860,10.135,-17.60975
11865,10.162,-17.6335
11870,10.189,-17.57275
11875,10.216,-17.6245
11880,10.243,-17.588
11885,10.269,-17.686
11890,10.296,-17.673
11895,10.322,-17.77175
11900,10.348,-17.7955
11905,10.374,-17.88075
11910,10.4,-17.93825
11915,10.425,-18.016
11920,10.45,-18.114
11925,10.476,-18.23225
11930,10.501,-18.296
11935,10.526,-18.4
11940,10.55,-18.464
11945,10.575,-18.56125
11950,10.599,-18.6425
11955,10.623,-18.70675
11960,10.647,-18.789
11965,10.671,-18.83875
11970,10.694,-18.9535
11975,10.718,-19.02425
11980,10.741,-19.09175
11985,10.764,-19.109
11990,10.787,-19.15125
11995,10.809,-19.1475
12000,10.832,-19.15275
12005,10.854,-19.14
12010,10.876,-19.08925
12015,10.898,-19.071
12020,10.92,-19.09725
12025,10.941,-19.015
12030,10.962,-18.955
12035,10.984,-18.90275
12040,11.004,-18.9485
12045,11.025,-18.94075
12050,11.046,-19.01375
12055,11.066,-18.99075
12060,11.086,-19.07725
12065,11.106,-19.1455
12070,11.126,-19.2475
12075,11.145,-19.33725
12080,11.164,-19.50575
12085,11.184,-19.55975
12090,11.202,-19.6765
12095,11.221,-19.81275
12100,11.24,-19.98075
12105,11.258,-20.014
12110,11.276,-20.17475
12115,11.294,-20.272
12120,11.311,-20.44325
12125,11.329,-20.56175
12130,11.346,-20.64425
12135,11.363,-20.74975
12140,11.38,-20.80325
12145,11.396,-20.82875
12150,11.413,-20.869
12155,11.429,-20.88325
12160,11.445,-20.84725
12165,11.461,-20.84
12170,11.476,-20.73875
12175,11.491,-20.68975
12180,11.507,-20.65475
12185,11.521,-20.50175
12190,11.536,-20.5025
12195,11.55,-20.42475
12200,11.565,-20.34425
12205,11.579,-20.423
12210,11.592,-20.37725
12215,11.606,-20.41675
12220,11.619,-20.4565
12225,11.632,-20.56925
12230,11.645,-20.639
12235,11.658,-20.71925
12240,11.67,-20.77025
12245,11.683,-20.852
12250,11.695,-20.959
12255,11.706,-21.05675
12260,11.718,-21.10525
12265,11.729,-21.21575
12270,11.74,-21.25975
12275,11.751,-21.3445
12280,11.762,-21.409
12285,11.772,-21.41925
12290,11.782,-21.45725
12295,11.792,-21.4385
12300,11.802,-21.4665
12305,11.812,-21.434
12310,11.821,-21.40625
12315,11.83,-21.329
12320,11.839,-21.25725
12325,11.847,-21.20275
12330,11.856,-21.137
12335,11.864,-21.1145
12340,11.871,-21.07
12345,11.879,-21.01475
12350,11.887,-21.0275
12355,11.894,-21.03875
12360,11.901,-21.07825
12365,11.907,-21.1675
12370,11.914,-21.24125
12375,11.92,-21.3105
12380,11.926,-21.44525
12385,11.932,-21.5625
12390,11.937,-21.7365
12395,11.943,-21.79525
12400,11.948,-21.9675
12405,11.953,-22.004
12410,11.957,-22.22475
12415,11.962,-22.29775
12420,11.966,-22.41675
12425,11.97,-22.478
12430,11.973,-22.5935
12435,11.977,-22.566
12440,11.98,-22.61175
12445,11.983,-22.5955
12450,11.986,-22.5315
12455,11.988,-22.4705
12460,11.99,-22.364
12465,11.992,-22.277
12470,11.994,-22.2195
12475,11.996,-22.05825
12480,11.997,-21.98375
12485,11.998,-21.9355
12490,11.999,-21.8695
12495,12,-21.83125
12500,12,-21.89475
12505,12,-21.851
12510,12,-21.9995
12515,12,-22.0025
12520,11.999,-22.0615
12525,11.998,-22.1615
12530,11.997,-22.21075
12535,11.996,-22.3065
12540,11.994,-22.40025
12545,11.992,-22.48775
12550,11.99,-22.60425
12555,11.988,-22.67925
12560,11.986,-22.68125
12565,11.983,-22.78125
12570,11.98,-22.76125
12575,11.977,-22.8175
12580,11.973,-22.78325
12585,11.97,-22.741
12590,11.966,-22.6615
12595,11.962,-22.59725
12600,11.957,-22.4635
12605,11.953,-22.3655
12610,11.948,-22.2305
12615,11.943,-22.199
12620,11.937,-22.037
12625,11.932,-22.019
12630,11.926,-21.9425
12635,11.92,-21.96825
12640,11.914,-21.9465
12645,11.907,-22.023
12650,11.901,-22.076
12655,11.894,-22.1655
12660,11.887,-22.27575
12665,11.879,-22.39825
12670,11.871,-22.49075
12675,11.864,-22.649
12680,11.855,-22.72975
12685,11.847,-22.925
12690,11.839,-23.01825
12695,11.83,-23.1115
12700,11.821,-23.25725
12705,11.811,-23.30575
12710,11.802,-23.38475
12715,11.792,-23.40025
12720,11.782,-23.35775
12725,11.772,-23.267
12730,11.762,-23.29025
12735,11.751,-23.09625
12740,11.74,-23.02225
12745,11.729,-22.873
12750,11.718,-22.725
12755,11.706,-22.5935
12760,11.695,-22.4355
12765,11.683,-22.36
12770,11.67,-22.2935
12775,11.658,-22.30675
12780,11.645,-22.22325
12785,11.632,-22.21275
12790,11.619,-22.23375
12795,11.606,-22.27775
12800,11.592,-22.36625
12805,11.579,-22.41625
12810,11.565,-22.52675
12815,11.55,-22.56475
12820,11.536,-22.67375
12825,11.521,-22.768
12830,11.506,-22.8395
12835,11.491,-22.8915
12840,11.476,-22.9995
12845,11.461,-22.94725
12850,11.445,-22.9775
12855,11.429,-22.8915
12860,11.413,-22.8655
12865,11.396,-22.7625
12870,11.38,-22.726
12875,11.363,-22.5195
12880,11.346,-22.44225
12885,11.329,-22.3265
12890,11.311,-22.15625
12895,11.294,-22.09325
12900,11.276,-22.0125
12905,11.258,-21.9385
12910,11.24,-21.90225
12915,11.221,-21.89325
12920,11.202,-21.919
12925,11.183,-21.9355
12930,11.164,-21.90875
12935,11.145,-22.04075
12940,11.126,-22.11575
12945,11.106,-22.179
12950,11.086,-22.35
12955,11.066,-22.4525
12960,11.046,-22.53
12965,11.025,-22.6945
12970,11.004,-22.769
12975,10.983,-22.908
12980,10.962,-22.891
12985,10.941,-22.98
12990,10.92,-23.00825
12995,10.898,-22.94275
13000,10.876,-22.86475
13005,10.854,-22.8225
13010,10.832,-22.6955
13015,10.809,-22.5375
13020,10.787,-22.42425
13025,10.764,-22.227
13030,10.741,-22.10225
13035,10.718,-21.94425
13040,10.694,-21.85925
13045,10.671,-21.70225
13050,10.647,-21.6665
13055,10.623,-21.551
13060,10.599,-21.55225
13065,10.575,-21.486
13070,10.55,-21.544
13075,10.525,-21.50875
13080,10.501,-21.5675
13085,10.476,-21.609
13090,10.45,-21.68125
13095,10.425,-21.79
13100,10.399,-21.84675
13105,10.374,-21.956
13110,10.348,-21.98225
13115,10.322,-22.0975
13120,10.295,-22.11775
13125,10.269,-22.172
13130,10.243,-22.138
13135,10.216,-22.17475
13140,10.189,-22.06475
13145,10.162,-21.9975
13150,10.135,-21.93
13155,10.107,-21.79075
13160,10.08,-21.621
13165,10.052,-21.51125
13170,10.024,-21.3345
13175,9.996,-21.153
13180,9.968,-21.0535
13185,9.939,-20.98175
13190,9.911,-20.8935
13195,9.882,-20.75325
13200,9.853,-20.7475
13205,9.824,-20.72875
13210,9.795,-20.7155
13215,9.766,-20.7645
13220,9.737,-20.71825
13225,9.707,-20.80975
13230,9.677,-20.91625
13235,9.647,-21.00125
13240,9.617,-21.07725
13245,9.587,-21.177
13250,9.557,-21.28225
13255,9.527,-21.40625
13260,9.496,-21.4825
13265,9.465,-21.59075
13270,9.434,-21.622
13275,9.403,-21.66025
13280,9.372,-21.6135
13285,9.341,-21.64
13290,9.31,-21.57
13295,9.278,-21.488
13300,9.247,-21.42475
13305,9.215,-21.28425
13310,9.183,-21.0885
13315,9.151,-20.97075
13320,9.119,-20.759
13325,9.086,-20.66975
13330,9.054,-20.45475
13335,9.022,-20.32675
13340,8.989,-20.19025
13345,8.956,-20.17125
13350,8.923,-19.9995
13355,8.89,-19.94175
13360,8.857,-19.896
13365,8.824,-19.8615
13370,8.791,-19.90575
13375,8.757,-19.84875
13380,8.724,-19.9565
13385,8.69,-19.892
13390,8.656,-20.0285
13395,8.622,-20.02775
13400,8.589,-20.0495
13405,8.554,-20.09525
13410,8.52,-20.15375
13415,8.486,-20.18225
13420,8.452,-20.2925
13425,8.417,-20.25625
13430,8.383,-20.25225
13435,8.348,-20.25925
13440,8.313,-20.205
13445,8.278,-20.15275
13450,8.244,-20.081
13455,8.209,-19.957
13460,8.173,-19.79975
13465,8.138,-19.674
13470,8.103,-19.56975
13475,8.068,-19.434
13480,8.032,-19.2785
13485,7.997,-19.14825
13490,7.961,-19.09625
13495,7.925,-18.90625
13500,7.89,-18.875
13505,7.854,-18.75275
13510,7.818,-18.7435
13515,7.782,-18.73275
13520,7.746,-18.68075
13525,7.71,-18.71125
13530,7.674,-18.726
13535,7.637,-18.7125
13540,7.601,-18.7235
13545,7.565,-18.812
13550,7.528,-18.793
13555,7.492,-18.959
13560,7.455,-18.987
13565,7.419,-19.0515
13570,7.382,-19.07675
13575,7.345,-19.181
13580,7.309,-19.2085
13585,7.272,-19.2755
13590,7.235,-19.25725
13595,7.198,-19.30825
13600,7.161,-19.31625
13605,7.124,-19.25125
13610,7.087,-19.21875
13615,7.05,-19.0915
13620,7.013,-18.98425
13625,6.976,-18.881
13630,6.938,-18.7205
13635,6.901,-18.58075
13640,6.864,-18.37875
13645,6.826,-18.27025
13650,6.789,-18.101
13655,6.752,-17.97
13660,6.714,-17.77925
13665,6.677,-17.742
13670,6.639,-17.598
13675,6.602,-17.51575
13680,6.564,-17.387
13685,6.527,-17.353
13690,6.489,-17.30225
13695,6.452,-17.24125
13700,6.414,-17.237
13705,6.376,-17.19675
13710,6.339,-17.2485
13715,6.301,-17.20025
13720,6.264,-17.25
13725,6.226,-17.21575
13730,6.188,-17.30175
13735,6.15,-17.2705
13740,6.113,-17.34475
13745,6.075,-17.35675
13750,6.037,-17.409
13755,6,-17.45475
13760,5.962,-17.4455
13765,5.924,-17.43375
13770,5.887,-17.4355
13775,5.849,-17.444
13780,5.811,-17.42125
13785,5.774,-17.358
13790,5.736,-17.302
13795,5.698,-17.17125
13800,5.661,-17.15675
13805,5.623,-16.982
13810,5.585,-16.87825
13815,5.548,-16.758
13820,5.51,-16.639
13825,5.473,-16.4795
13830,5.435,-16.38
13835,5.398,-16.215
13840,5.36,-16.13375
13845,5.323,-16.012
13850,5.285,-15.921
13855,5.248,-15.84575
13860,5.21,-15.7425
13865,5.173,-15.71325
13870,5.136,-15.619
13875,5.098,-15.6535
13880,5.061,-15.5645
13885,5.024,-15.5925
13890,4.987,-15.53
13895,4.95,-15.5575
13900,4.912,-15.53875
13905,4.875,-15.60075
13910,4.838,-15.58825
13915,4.801,-15.62125
13920,4.765,-15.6375
13925,4.728,-15.69125
13930,4.691,-15.7185
13935,4.654,-15.74425
13940,4.617,-15.79975
13945,4.581,-15.786
13950,4.544,-15.84875
13955,4.508,-15.796
13960,4.471,-15.89225
13965,4.435,-15.842
13970,4.398,-15.82
13975,4.362,-15.839
13980,4.326,-15.72225
13985,4.29,-15.72025
13990,4.253,-15.656
13995,4.217,-15.545
14000,4.181,-15.47675
14005,4.146,-15.35325
14010,4.11,-15.241
14015,4.074,-15.1025
14020,4.038,-14.9685
14025,4.003,-14.839
14030,3.967,-14.71925
14035,3.932,-14.57325
14040,3.896,-14.47
14045,3.861,-14.3445
14050,3.826,-14.265
14055,3.791,-14.09725
14060,3.756,-14.01525
14065,3.721,-13.93575
14070,3.686,-13.86125
14075,3.651,-13.771
14080,3.617,-13.75175
14085,3.582,-13.6875
14090,3.548,-13.59825
14095,3.513,-13.58025
14100,3.479,-13.5355
14105,3.445,-13.4955
14110,3.411,-13.518
14115,3.377,-13.4375
14120,3.343,-13.4525
14125,3.309,-13.4545
14130,3.276,-13.43925
14135,3.242,-13.46625
14140,3.209,-13.44875
14145,3.175,-13.4395
14150,3.142,-13.44
14155,3.109,-13.423
14160,3.076,-13.461
14165,3.043,-13.44675
14170,3.011,-13.451
14175,2.978,-13.42175
14180,2.945,-13.4635
14185,2.913,-13.41325
14190,2.881,-13.38175
14195,2.849,-13.38125
14200,2.817,-13.3225
14205,2.785,-13.26525
14210,2.753,-13.197
14215,2.721,-13.1395
14220,2.69,-13.06975
14225,2.658,-12.986
14230,2.627,-12.88825
14235,2.596,-12.7965
14240,2.565,-12.72825
14245,2.534,-12.60975
14250,2.504,-12.5455
14255,2.473,-12.399
14260,2.443,-12.32425
14265,2.412,-12.2105
14270,2.382,-12.115
14275,2.352,-12.01325
14280,2.322,-11.95075
14285,2.293,-11.8825
14290,2.263,-11.767
14295,2.234,-11.68225
14300,2.204,-11.672
14305,2.175,-11.61425
14310,2.146,-11.50875
14315,2.117,-11.45075
14320,2.089,-11.40325
14325,2.06,-11.35575
14330,2.032,-11.294
14335,2.004,-11.27775
14340,1.976,-11.25075
14345,1.948,-11.207
14350,1.92,-11.16325
14355,1.892,-11.11825
14360,1.865,-11.14275
14365,1.838,-11.082
14370,1.811,-11.0865
14375,1.784,-11.038
14380,1.757,-11.06925
14385,1.731,-11.049
14390,1.704,-11.06
14395,1.678,-11.0055
14400,1.652,-11.01525
14405,1.626,-10.97575
14410,1.6,-10.984
14415,1.575,-10.95825
14420,1.549,-10.97
14425,1.524,-10.9785
14430,1.499,-10.98125
14435,1.474,-10.968
14440,1.45,-10.95575
14445,1.425,-10.91225
14450,1.401,-10.95575
14455,1.377,-10.9165
14460,1.353,-10.8455
14465,1.329,-10.795
14470,1.305,-10.79675
14475,1.282,-10.7295
14480,1.259,-10.688
14485,1.236,-10.64325
14490,1.213,-10.554
14495,1.19,-10.455
14500,1.168,-10.38175
14505,1.146,-10.29725
14510,1.124,-10.217
14515,1.102,-10.18
14520,1.08,-10.05875
14525,1.059,-10.00275
14530,1.037,-9.894
14535,1.016,-9.77425
14540,0.995,-9.6815
14545,0.975,-9.61075
14550,0.954,-9.49875
14555,0.934,-9.3595
14560,0.914,-9.318
14565,0.894,-9.22275
14570,0.874,-9.16175
14575,0.855,-9.04925
14580,0.835,-8.96875
14585,0.816,-8.86975
14590,0.797,-8.81525
14595,0.779,-8.73025
14600,0.76,-8.6855
14605,0.742,-8.5855
14610,0.724,-8.5225
14615,0.706,-8.464
14620,0.688,-8.37575
14625,0.671,-8.316
14630,0.654,-8.274
14635,0.637,-8.21525
14640,0.62,-8.178
14645,0.603,-8.0665
14650,0.587,-8.0545
14655,0.571,-8.005
14660,0.555,-7.94975
14665,0.539,-7.90225
14670,0.524,-7.86525
14675,0.508,-7.789
14680,0.493,-7.755
14685,0.478,-7.68575
14690,0.464,-7.66875
14695,0.449,-7.59625
14700,0.435,-7.5505
14705,0.421,-7.514
14710,0.407,-7.43825
14715,0.394,-7.3925
14720,0.381,-7.34275
14725,0.367,-7.2795
14730,0.355,-7.208
14735,0.342,-7.1695
14740,0.329,-7.13625
14745,0.317,-7.07225
14750,0.305,-7.0215
14755,0.294,-6.9835
14760,0.282,-6.9115
14765,0.271,-6.8135
14770,0.26,-6.79
14775,0.249,-6.73875
14780,0.238,-6.7005
14785,0.228,-6.6075
14790,0.218,-6.5805
14795,0.208,-6.526
14800,0.198,-6.50075
14805,0.188,-6.39
14810,0.179,-6.35525
14815,0.17,-6.29375
14820,0.161,-6.236
14825,0.153,-6.177
14830,0.144,-6.118
14835,0.136,-6.0645
14840,0.128,-6.0125
14845,0.121,-5.9385
14850,0.113,-5.8795
14855,0.106,-5.84875
14860,0.099,-5.73875
14865,0.093,-5.693
14870,0.086,-5.61375
14875,0.08,-5.54025
14880,0.074,-5.5015
14885,0.068,-5.392
14890,0.062,-5.35925
14895,0.057,-5.27
14900,0.052,-5.25425
14905,0.047,-5.11175
14910,0.043,-5.092
14915,0.038,-5.004
14920,0.034,-4.93025
14925,0.03,-4.86825
14930,0.027,-4.839
14935,0.023,-4.72825
14940,0.02,-4.68225
14945,0.017,-4.619
14950,0.014,-4.51125
14955,0.012,-4.46575
14960,0.01,-4.366
14965,0.008,-4.3055
14970,0.006,-4.21875
14975,0.004,-4.181
14980,0.003,-4.086
14985,0.002,-4.0225
14990,0.001,-3.955
14995,0,-3.90375
15000,0,-3.8375
15005,0,-3.75125
15010,0,-3.67625
